Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
Life Connections,"1309 Hwy 29 N, Suite 102",Alexandria,Minnesota (MN),56308,,https://www.lifeconnectionsmn.org/,"https://www.google.com/maps/place/Life+Connections/@45.9036577,-95.3574683,15z/data=!4m5!3m4!1s0x0:0x42526cbe13efe214!8m2!3d45.9036577!4d-95.3574683",,
WomenSource (Elevate Life affiliate),1902 5th Ave #3,Anoka,Minnesota (MN),55303,,www.womensource.org,"https://www.google.com/maps/place/WomenSource/@45.1972752,-93.3832711,15z/data=!4m5!3m4!1s0x0:0x8973da8251879377!8m2!3d45.1972752!4d-93.3832711",,
Pregnancy Choices Lifecare Center,15010 Glazier Ave #104,Apple Valley,Minnesota (MN),55124,(952) 234-9854,https://mypregnancychoices.com/,,https://www.facebook.com/pregchoices/,https://www.yelp.com/biz/pregnancy-choices-apple-valley-2
Northwoods Pregnancy Care Center,2300 Bemidji Ave N,Bemidji,Minnesota (MN),56601,,www.bemidjipregnancyoptions.com,"https://www.google.com/maps/place/Northwoods+Pregnancy+Center/@47.49052,-94.8793838,15z/data=!4m5!3m4!1s0x0:0xce1894469b8d28d3!8m2!3d47.49052!4d-94.8793838",,
Birthright Brainerd,401 W Laurel St - Ste B,Brainerd,Minnesota (MN),56401,,https://birthright.org/brainerd,"https://www.google.com/maps/place/Birthright+Inc+of+Brainerd/@46.3543125,-94.2142251,15z/data=!4m2!3m1!1s0x0:0x23489e02b9ee14de?sa=X&ved=2ahUKEwisy9K20o_kAhULtlkKHQ7bBx4Q_BIwCnoECA8QCA",,https://www.yelp.com/biz/birthright-inc-of-brainerd-brainerd
Lakes Area Pregnancy Support Center,315 E River Road #1,Brainerd,Minnesota (MN),56401,(218) 825-0793,https://www.lakesareapregnancy.org/,,https://www.facebook.com/Lakes-Area-Pregnancy-Support-Center-167959363214241/,https://www.yelp.com/biz/lakes-area-pregnancy-support-center-brainerd
Lakes Area Pregnancy Support Center - Brainerd,"315 East River Road, Ste 1",Brainerd,Minnesota (MN),56401,,https://www.lakesareapregnancy.org/,"https://www.google.com/maps/place/Lakes+Area+Pregnancy+Support/@46.355201,-94.2078141,15z/data=!4m5!3m4!1s0x0:0x6d57f01081de7d9a!8m2!3d46.355201!4d-94.2078141",,
Amnion Crisis Pregnancy Center,13775 Nicollet Ave S,Burnsville,Minnesota (MN),55337,,https://www.amnioncpc.org/,"https://www.google.com/maps/place/Amnion+Pregnancy+Center/@44.7540459,-93.2771068,15z/data=!4m2!3m1!1s0x0:0x4c3217fd5538d0c3?sa=X&ved=2ahUKEwiSueD2qM7vAhWmTN8KHfcYCb0Q_BIwEnoECCoQBQ",https://www.facebook.com/amnionpregnancy,
Lex Specialty Clinic for Pregnancy and Sexual Health,"140 Buchanan Street N, Ste 138",Cambridge,Minnesota (MN),55008,,"www.rupreg.com / www.cambridgeprc.com, ","https://www.google.com/maps/place/Lex+Specialty+Clinic+for+Pregnancy+%26+Sexual+Health/@45.3066616,-93.2338617,15z/data=!4m5!3m4!1s0x0:0x4233c7d9400ed676!8m2!3d45.3066616!4d-93.2338617",,
First Choice Clinic (Elevate Life affiliate),118 N. 4th St. ,Cannon Falls,Minnesota (MN),55009,,www.firstchoiceclinicrw.com,"https://www.google.com/maps/place/Life+Choice+Family+Resource+Center/@44.507397,-92.906152,15z/data=!4m5!3m4!1s0x0:0x738ab32caaefa4c2!8m2!3d44.507397!4d-92.906152",https://www.facebook.com/firstchoiceclinicrw/,
Birthright Coon Rapids,11464 Robinson Dr. NW,Coon Rapids,Minnesota (MN),55433,,https://birthright.org/coonrapids,"https://www.google.com/maps/place/Birthright+of+Coon+Rapids/@45.1785573,-93.3119431,15z/data=!4m5!3m4!1s0x0:0xc3aec3492ddcab1b!8m2!3d45.1785573!4d-93.3119431",,
Metro Women's Center,6418 Bass Lake Rd,Crystal,Minnesota (MN),55428,,www.metrowomenscenter.org,"https://www.google.com/maps/place/Metro+Women's+Center/@45.054825,-93.362331,12z/data=!4m5!3m4!1s0x0:0xf442e9d4b528473b!8m2!3d45.0548246!4d-93.3623312?hl=en-US",,
Health Resources (Elevate Life affiliate),904 Lake Ave,Detroit Lakes,Minnesota (MN),56501,,www.hrcdl.org,"https://www.google.com/maps/place/Health+Resources+Center/@46.816992,-95.847199,15z/data=!4m5!3m4!1s0x0:0x6f54ea75d1946562!8m2!3d46.816992!4d-95.847199",,
Lake Superior LifeCare Center - Duluth (Elevate Life affiliate),1522 E Superior St First Floor,Duluth,Minnesota (MN),55802,,https://www.lslccduluthsuperior.org/,"https://www.google.com/maps/place/Lake+Superior+Life+Care+Center/@46.8322075,-92.0240558,15z/data=!4m5!3m4!1s0x0:0x5e9b23b269ef23c!8m2!3d46.8322075!4d-92.0240558",https://www.facebook.com/LakeSuperiorLCC/,
"Women's Care Center of Duluth, Minnesota",103 E 1st St.,Duluth,Minnesota (MN),55802,(218) 623-7100,http://www.womenscarecenter.org/locations/duluth/,"https://www.google.com/maps/place/Women%E2%80%99s+Care+Center/@46.7888337,-92.0981203,15z/data=!4m5!3m4!1s0x0:0xd64da6098d6847f1!8m2!3d46.7888337!4d-92.0981203",http://www.facebook.com/Womens-Care-Center-Duluth-211924282188796/,https://www.yelp.com/biz/womens-care-center-duluth
Lex Specialty Clinic for Pregnancy and Sexual Health,18553 Highway 65 (Central Ave),East Bethel,Minnesota (MN),55011,,"www.rupreg.com / www.cambridgeprc.com, ","https://www.google.com/maps/place/Lex+Specialty+Clinic+for+Pregnancy+%26+Sexual+Health/@45.3066616,-93.2338617,15z/data=!4m5!3m4!1s0x0:0x4233c7d9400ed676!8m2!3d45.3066616!4d-93.2338617",,
Southwest Options for Women (Elevate Life affiliate),574 Prairie Center Drive,Eden Prairie,Minnesota (MN),55344,,https://southwestoptionsforwomen.org/,"https://www.google.com/maps/place/SouthWest+Options+for+Women/@44.9246165,-93.4211392,15z/data=!4m5!3m4!1s0x0:0x2fe0ae78f0401cf3!8m2!3d44.9246165!4d-93.4211392",,
Elevier Women's Center,"19022 Freeport St. NW, Suite E",Elk River,Minnesota (MN),55330,,www.abbaprc.org,"https://www.google.com/maps/place/Abba+Pregnancy+Resource+Center/@45.3139296,-93.5617736,15z/data=!4m2!3m1!1s0x0:0x1aee4f3f5d0a8732?sa=X&ved=2ahUKEwikoOXjps7vAhUIT98KHZS9ANUQ_BIwC3oECBYQBQ",,
Options Pregnancy Center,322 E Blue Earth Ave,Fairmont,Minnesota (MN),56031,,http://fairmontpregnancyoptions.com/Default.aspx,"https://www.google.com/maps/place/Options+Pregnancy+Center/@43.6519733,-94.4582903,15z/data=!4m5!3m4!1s0x0:0xd8baef70b58808c3!8m2!3d43.6519733!4d-94.4582903",,
Pregnancy Options (Elevate Life affiliate),18 2nd St NW,Faribault,Minnesota (MN),55021,,https://pregnancyoptionsfbo.org/,"https://www.google.com/maps/place/Pregnancy+Options/@44.2926969,-93.2691765,15z/data=!4m5!3m4!1s0x0:0x5f2c7205f9e6cecb!8m2!3d44.2926969!4d-93.2691765",,
Health Resources Center (Elevate Life affiliate),126 E Lincoln Ave,Fergus Falls,Minnesota (MN),56537,,https://hrcff.org/,"https://www.google.com/maps/place/Health+Resources+Center/@46.283284,-96.0728054,15z/data=!4m5!3m4!1s0x0:0x3163bb1d2c3ff9e4!8m2!3d46.283284!4d-96.0728054",https://www.facebook.com/hrcff/,
